Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Speaker Gender,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Trial type,Spreadsheet: Audio,Spreadsheet: Speaker,Spreadsheet: Speaker illusion,Spreadsheet: Speaker gender,Spreadsheet: Variety,Spreadsheet: Political orientation,Spreadsheet: Stimulus number,Spreadsheet: Stimulus1,Spreadsheet: Stimulus2,Spreadsheet: Stimulus3,Spreadsheet: Stimulus4,Spreadsheet: Stimulus5,Spreadsheet: Stimulus6,Spreadsheet: Attention Check,Spreadsheet: Correct,Spreadsheet: ,Manipulation: Spreadsheet,Manipulation: Speaker Gender,Store: Progress,Store: Attention Check,Store: Test,Store: Feedback,Store: Attention Check Redirect,Store: Content Attention Check
60,1719843813935,01/07/2024 14:23:33,1719851013935,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,continue,,8088.100000023842,8083.399999999994,8088.100000023842,8088.100000023842,8083.399999999994,8088.100000023842,0,8088.100000023842,0,0,,Click To Continue,Continue Button,4,object-2035,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
61,1719843813937,01/07/2024 14:23:33,1719851013937,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,1,1816.699999999997,8083.399999999994,8090.100000023842,1816.699999999997,8083.399999999994,8090.100000023842,0,1816.699999999997,6273.400000023845,0,,Rating Scale,RatingScale_Stimulus1,3,object-2034,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
62,1719843813940,01/07/2024 14:23:33,1719851013940,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,1,2483.399999999994,8083.399999999994,8092.399999976158,2483.399999999994,8083.399999999994,8092.399999976158,0,2483.399999999994,5608.999999976164,0,,Rating Scale,RatingScale_Stimulus2,6,object-2037,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
63,1719843813942,01/07/2024 14:23:33,1719851013942,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,1,3033.399999999994,8083.399999999994,8094.899999976158,3033.399999999994,8083.399999999994,8094.899999976158,0,3033.399999999994,5061.499999976164,0,,Rating Scale,RatingScale_Stimulus3,8,object-2039,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
64,1719843813945,01/07/2024 14:23:33,1719851013945,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,1,3450,8083.399999999994,8097.399999976158,3450,8083.399999999994,8097.399999976158,0,3450,4647.399999976158,0,,Rating Scale,RatingScale_Stimulus4,10,object-2041,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
65,1719843813951,01/07/2024 14:23:33,1719851013951,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,2,4016.800000000003,8083.399999999994,8099.999999999985,4016.800000000003,8083.399999999994,8099.999999999985,0,4016.800000000003,4083.1999999999825,0,,Rating Scale,RatingScale_Stimulus5,14,object-2045,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,12,100,,4,,
66,1719843813954,01/07/2024 14:23:33,1719851013954,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,2,4916.699999999997,8083.399999999994,8099.999999999985,4916.699999999997,8083.399999999994,8099.999999999985,0,4916.699999999997,3183.2999999999884,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,16,object-2047,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,13,100,,4,,
67,1719843813958,01/07/2024 14:23:33,1719851013958,2,01/07/2024 18:23:33,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,response,5,6550.100000000006,8083.399999999994,8099.999999999985,6550.100000000006,8083.399999999994,8099.999999999985,1,6550.100000000006,1549.8999999999796,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,26,object-2057,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,13,100,,4,,
68,1719843816945,01/07/2024 14:23:36,1719851016945,2,01/07/2024 18:23:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial7,Screen 1,1tup2a,1,info,audio finished,11097.600000023842,11083.299999999988,11097.600000023842,11097.600000023842,11083.299999999988,11097.600000023842,0,11097.600000023842,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,Filler,PIAL12_st_A2.mp3,FillerSpkr2,**Politiker/-in 3**,f,st,l,2,**begeisternd**,**intelligent**,**sympathisch**,**überzeugend**,**charismatisch**,**redegewandt**,**fünf**,5,,,Female,13,100,,4,,
69,1719843816986,01/07/2024 14:23:36,1719851016986,2,01/07/2024 18:23:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,info,audio started,16.5,0,16.5,16.5,0,16.5,0,16.5,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
70,1719843824351,01/07/2024 14:23:44,1719851024351,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,continue,,7420.499999952328,7416.900000000023,7420.499999952328,7420.499999952328,7416.900000000023,7420.499999952328,0,7420.499999952328,0,0,,Click To Continue,Continue Button,4,object-2035,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
71,1719843824358,01/07/2024 14:23:44,1719851024358,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,1550.2000000000116,7416.900000000023,7426.899999928486,1550.2000000000116,7416.900000000023,7426.899999928486,1,1550.2000000000116,5876.699999928474,0,,Rating Scale,RatingScale_Stimulus1,3,object-2034,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
72,1719843824361,01/07/2024 14:23:44,1719851024361,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,2533.600000000006,7416.900000000023,7430.499999952328,2533.600000000006,7416.900000000023,7430.499999952328,1,2533.600000000006,4896.899999952322,0,,Rating Scale,RatingScale_Stimulus2,6,object-2037,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
73,1719843824364,01/07/2024 14:23:44,1719851024364,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,3033.600000000006,7416.900000000023,7433.09999997617,3033.600000000006,7416.900000000023,7433.09999997617,1,3033.600000000006,4399.499999976164,0,,Rating Scale,RatingScale_Stimulus3,8,object-2039,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
74,1719843824367,01/07/2024 14:23:44,1719851024367,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,4416.8000000000175,7416.900000000023,7433.600000000035,4416.8000000000175,7416.900000000023,7433.600000000035,1,4416.8000000000175,3016.8000000000175,0,,Rating Scale,RatingScale_Stimulus4,10,object-2041,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
75,1719843824371,01/07/2024 14:23:44,1719851024371,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,5016.900000000023,7416.900000000023,7433.600000000035,5016.900000000023,7416.900000000023,7433.600000000035,1,5016.900000000023,2416.7000000000116,0,,Rating Scale,RatingScale_Stimulus5,14,object-2045,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,13,100,,4,,
76,1719843824375,01/07/2024 14:23:44,1719851024375,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,5500.100000000006,7416.900000000023,7433.600000000035,5500.100000000006,7416.900000000023,7433.600000000035,1,5500.100000000006,1933.500000000029,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,16,object-2047,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,14,100,,4,,
77,1719843824379,01/07/2024 14:23:44,1719851024379,2,01/07/2024 18:23:44,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,response,3,6050.200000000012,7416.900000000023,7433.600000000035,6050.200000000012,7416.900000000023,7433.600000000035,1,6050.200000000012,1383.4000000000233,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,26,object-2057,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,14,100,,4,,
78,1719843825179,01/07/2024 14:23:45,1719851025179,2,01/07/2024 18:23:45,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial7,Screen 1,1tup2a,1,info,audio finished,8248.59999997617,8233.600000000006,8248.59999997617,8248.59999997617,8233.600000000006,8248.59999997617,0,8248.59999997617,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,ExpSpkr1_st,HUWA01_st_A2.mp3,ExpSpkr1,**Politiker/-in 5**,f,st,l,2,**charismatisch**,**redegewandt**,**sympathisch**,**begeisternd**,**intelligent**,**überzeugend**,**drei**,3,,,Female,14,100,,4,,
79,1719843825219,01/07/2024 14:23:45,1719851025219,2,01/07/2024 18:23:45,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,info,audio started,16.699999999982538,0,16.699999999982538,16.699999999982538,0,16.699999999982538,0,16.699999999982538,0,0,,Audio Clip,Audio Clip,2,object-2033,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
80,1719843833401,01/07/2024 14:23:53,1719851033401,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,continue,,8236.79999992848,8233.399999999994,8236.79999992848,8236.79999992848,8233.399999999994,8236.79999992848,0,8236.79999992848,0,0,,Click To Continue,Continue Button,4,object-2035,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
81,1719843833403,01/07/2024 14:23:53,1719851033403,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,6633.399999999994,8233.399999999994,8239.200000023848,6633.399999999994,8233.399999999994,8239.200000023848,1,6633.399999999994,1605.8000000238535,0,,Rating Scale,RatingScale_Stimulus1,3,object-2034,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
82,1719843833406,01/07/2024 14:23:53,1719851033406,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,5816.600000000006,8233.399999999994,8241.899999952322,5816.600000000006,8233.399999999994,8241.899999952322,1,5816.600000000006,2425.2999999523163,0,,Rating Scale,RatingScale_Stimulus2,6,object-2037,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
83,1719843833412,01/07/2024 14:23:53,1719851033412,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,5416.600000000006,8233.399999999994,8247.79999992848,5416.600000000006,8233.399999999994,8247.79999992848,1,5416.600000000006,2831.1999999284744,0,,Rating Scale,RatingScale_Stimulus3,8,object-2039,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
84,1719843833416,01/07/2024 14:23:53,1719851033416,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,4433.399999999994,8233.399999999994,8249.99999999997,4433.399999999994,8233.399999999994,8249.99999999997,1,4433.399999999994,3816.5999999999767,0,,Rating Scale,RatingScale_Stimulus4,10,object-2041,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
85,1719843833418,01/07/2024 14:23:53,1719851033418,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,3900,8233.399999999994,8249.99999999997,3900,8233.399999999994,8249.99999999997,1,3900,4349.999999999971,0,,Rating Scale,RatingScale_Stimulus5,14,object-2045,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,14,100,,4,,
86,1719843833422,01/07/2024 14:23:53,1719851033422,2,01/07/2024 18:23:53,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,4,Trial7,Screen 1,1tup2a,1,response,2,2933.399999999994,8233.399999999994,8249.99999999997,2933.399999999994,8233.399999999994,8249.99999999997,1,2933.399999999994,5316.599999999977,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,16,object-2047,,Trial7,ExpSpkr2_non-st,RAMA19_non-st_A5.mp3,ExpSpkr2,**Politiker/-in 7**,f,non-st,r,5,**überzeugend**,**begeisternd**,**intelligent**,**sympathisch**,**redegewandt**,**charismatisch**,**zwei**,2,,,Female,15,100,,4,,
