Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Speaker Gender,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Display,Spreadsheet: Trial type,Spreadsheet: Audio,Spreadsheet: Speaker,Spreadsheet: Speaker illusion,Spreadsheet: Speaker gender,Spreadsheet: Variety,Spreadsheet: Political orientation,Spreadsheet: Stimulus number,Spreadsheet: Stimulus1,Spreadsheet: Stimulus2,Spreadsheet: Stimulus3,Spreadsheet: Stimulus4,Spreadsheet: Stimulus5,Spreadsheet: Stimulus6,Spreadsheet: Attention Check,Spreadsheet: Correct,Spreadsheet: ,Manipulation: Spreadsheet,Manipulation: Speaker Gender,Store: Progress,Store: Attention Check,Store: Test,Store: Feedback,Store: Attention Check Redirect,Store: Content Attention Check
194,1719844228760,01/07/2024 14:30:28,1719851428760,2,01/07/2024 18:30:28,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial2,Screen 1,3qmt4n,1,response,2,211618.99999999994,214318.89999999997,214335.49999999994,211618.99999999994,214318.89999999997,214335.49999999994,1,211618.99999999994,2716.5,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1917,,Trial2,Filler,KAMA04_non-st_A3.mp3,FillerSpkr1,**Politiker/-in 2**,f,non-st,l,3,**überzeugend**,**redegewandt**,**begeisternd**,**intelligent**,**charismatisch**,**sympathisch**,**zwei**,2,,,Female,27,100,,4,1,illegale Müllhalden
195,1719844228798,01/07/2024 14:30:28,1719851428798,2,01/07/2024 18:30:28,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,info,audio started,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,0,16.599999999976717,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
196,1719844236297,01/07/2024 14:30:36,1719851436297,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,continue,,7578.799999976181,7566.800000000047,7578.799999976181,7578.799999976181,7566.800000000047,7578.799999976181,0,7578.799999976181,0,0,,Click To Continue,Continue Button,4,object-1951,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
197,1719844236306,01/07/2024 14:30:36,1719851436306,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,1250.4000000000233,7566.800000000047,7583.400000000023,1250.4000000000233,7566.800000000047,7583.400000000023,1,1250.4000000000233,6333,0,,Rating Scale,RatingScale_Stimulus1,3,object-1950,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
198,1719844236309,01/07/2024 14:30:36,1719851436309,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,2216.8000000000466,7566.800000000047,7583.400000000023,2216.8000000000466,7566.800000000047,7583.400000000023,1,2216.8000000000466,5366.599999999977,0,,Rating Scale,RatingScale_Stimulus2,6,object-1953,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
199,1719844236312,01/07/2024 14:30:36,1719851436312,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,2650.4000000000233,7566.800000000047,7583.400000000023,2650.4000000000233,7566.800000000047,7583.400000000023,1,2650.4000000000233,4933,0,,Rating Scale,RatingScale_Stimulus3,8,object-1955,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
200,1719844236315,01/07/2024 14:30:36,1719851436315,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,3016.8000000000466,7566.800000000047,7583.400000000023,3016.8000000000466,7566.800000000047,7583.400000000023,1,3016.8000000000466,4566.599999999977,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,10,object-1957,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
201,1719844236318,01/07/2024 14:30:36,1719851436318,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,3666.8000000000466,7566.800000000047,7583.400000000023,3666.8000000000466,7566.800000000047,7583.400000000023,1,3666.8000000000466,3916.5999999999767,0,,Rating Scale,RatingScale_Stimulus4,14,object-1961,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
202,1719844236323,01/07/2024 14:30:36,1719851436323,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,4700.099999999977,7566.800000000047,7583.400000000023,4700.099999999977,7566.800000000047,7583.400000000023,1,4700.099999999977,2883.3000000000466,0,,Rating Scale,RatingScale_Stimulus5,16,object-1963,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,27,100,,4,1,illegale Müllhalden
203,1719844236326,01/07/2024 14:30:36,1719851436326,2,01/07/2024 18:30:36,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,response,4,5416.800000000047,7566.800000000047,7583.400000000023,5416.800000000047,7566.800000000047,7583.400000000023,1,5416.800000000047,2166.5999999999767,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1973,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,28,100,,4,1,illegale Müllhalden
204,1719844237211,01/07/2024 14:30:37,1719851437211,2,01/07/2024 18:30:37,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,2,Trial4,Screen 1,ntrilv,1,info,audio finished,8492.599999928498,8483.5,8492.599999928498,8492.599999928498,8483.5,8492.599999928498,0,8492.599999928498,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr1_non-st,HUWA01_non-st_A3.mp3,ExpSpkr1,**Politiker/-in 4**,f,non-st,l,3,**begeisternd**,**charismatisch**,**intelligent**,**überzeugend**,**sympathisch**,**redegewandt**,**vier**,4,,,Female,28,100,,4,1,illegale Müllhalden
205,1719844237248,01/07/2024 14:30:37,1719851437248,2,01/07/2024 18:30:37,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,info,audio started,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,0,16.599999999976717,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
206,1719844245223,01/07/2024 14:30:45,1719851445223,2,01/07/2024 18:30:45,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,info,audio finished,8021.099999928498,8016.70000000007,8021.099999928498,8021.099999928498,8016.70000000007,8021.099999928498,0,8021.099999928498,0,0,,Audio Clip,Audio Clip,2,object-1949,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
207,1719844250404,01/07/2024 14:30:50,1719851450404,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,continue,,13201.69999995234,13200.20000000007,13201.69999995234,13201.69999995234,13200.20000000007,13201.69999995234,0,13201.69999995234,0,0,,Click To Continue,Continue Button,4,object-1951,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
208,1719844250412,01/07/2024 14:30:50,1719851450412,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,1816.7000000000698,13200.20000000007,13210.099999928498,1816.7000000000698,13200.20000000007,13210.099999928498,1,1816.7000000000698,11393.399999928428,0,,Rating Scale,RatingScale_Stimulus1,3,object-1950,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
209,1719844250417,01/07/2024 14:30:50,1719851450417,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,2533.4000000000233,13200.20000000007,13214.500000023865,2533.4000000000233,13200.20000000007,13214.500000023865,1,2533.4000000000233,10681.100000023842,0,,Rating Scale,RatingScale_Stimulus2,6,object-1953,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
210,1719844250420,01/07/2024 14:30:50,1719851450420,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,2983.5999999999767,13200.20000000007,13216.70000000007,2983.5999999999767,13200.20000000007,13216.70000000007,1,2983.5999999999767,10233.100000000093,0,,Rating Scale,RatingScale_Stimulus3,8,object-1955,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
211,1719844250423,01/07/2024 14:30:50,1719851450423,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,3916.70000000007,13200.20000000007,13216.70000000007,3916.70000000007,13200.20000000007,13216.70000000007,1,3916.70000000007,9300,0,AttentionCheck,Rating Scale,RatingScale_AttentionCheck,10,object-1957,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
212,1719844250426,01/07/2024 14:30:50,1719851450426,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,6616.70000000007,13200.20000000007,13216.70000000007,6616.70000000007,13200.20000000007,13216.70000000007,1,6616.70000000007,6600,0,,Rating Scale,RatingScale_Stimulus4,14,object-1961,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
213,1719844250429,01/07/2024 14:30:50,1719851450429,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,7616.800000000047,13200.20000000007,13216.70000000007,7616.800000000047,13200.20000000007,13216.70000000007,1,7616.800000000047,5599.900000000023,0,,Rating Scale,RatingScale_Stimulus5,16,object-1963,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,28,100,,4,1,illegale Müllhalden
214,1719844250433,01/07/2024 14:30:50,1719851450433,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial4,Screen 1,ntrilv,1,response,3,8733.400000000023,13200.20000000007,13216.70000000007,8733.400000000023,13200.20000000007,13216.70000000007,1,8733.400000000023,4483.300000000047,0,ResponseProgress,Rating Scale,RatingScale_Stimulus6,26,object-1973,,Trial4,ExpSpkr2_st,RAMA19_st_A2.mp3,ExpSpkr2,**Politiker/-in 6**,f,st,l,2,**überzeugend**,**redegewandt**,**intelligent**,**sympathisch**,**begeisternd**,**charismatisch**,**drei**,3,,,Female,29,100,,4,1,illegale Müllhalden
215,1719844250470,01/07/2024 14:30:50,1719851450470,2,01/07/2024 18:30:50,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial5,Screen 1,dklsgd,1,info,audio started,16.5,0,16.5,16.5,0,16.5,0,16.5,0,0,,Audio Clip,Audio Clip,2,object-1977,,Trial5,ExpSpkr3_non-st,VLDE11_non-st_A2.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,l,2,**charismatisch**,**überzeugend**,**begeisternd**,**redegewandt**,**intelligent**,**sympathisch**,**drei**,3,,,Female,29,100,,4,1,illegale Müllhalden
216,1719844259550,01/07/2024 14:30:59,1719851459550,2,01/07/2024 18:30:59,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial5,Screen 1,dklsgd,1,info,audio finished,9148.099999976112,9133.399999999907,9148.099999976112,9148.099999976112,9133.399999999907,9148.099999976112,0,9148.099999976112,0,0,,Audio Clip,Audio Clip,2,object-1977,,Trial5,ExpSpkr3_non-st,VLDE11_non-st_A2.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,l,2,**charismatisch**,**überzeugend**,**begeisternd**,**redegewandt**,**intelligent**,**sympathisch**,**drei**,3,,,Female,29,100,,4,1,illegale Müllhalden
217,1719844265919,01/07/2024 14:31:05,1719851465919,2,01/07/2024 18:31:05,86579,59,task-v697,,38652994,280475315358931,11344289,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,0,"Audio evaluation only male, only female",70,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_1,,$${CounterbalanceFemale},Female,F_1,3,Trial5,Screen 1,dklsgd,1,continue,,15516.5,15500.099999999977,15516.5,15516.5,15500.099999999977,15516.5,0,15516.5,0,0,,Click To Continue,Continue Button,4,object-1979,,Trial5,ExpSpkr3_non-st,VLDE11_non-st_A2.mp3,ExpSpkr3,**Politiker/-in 8**,f,non-st,l,2,**charismatisch**,**überzeugend**,**begeisternd**,**redegewandt**,**intelligent**,**sympathisch**,**drei**,3,,,Female,29,100,,4,1,illegale Müllhalden
